   0.00000000E+00   0.33397679E-01   0.33397679E-01   0.33397679E-01
   0.20000000E-02   0.35919829E-01   0.34537051E-01   0.33332352E-01
   0.40000000E-02   0.38251296E-01   0.35606037E-01   0.33269828E-01
   0.60000000E-02   0.40369731E-01   0.36599950E-01   0.33209886E-01
   0.80000000E-02   0.42269547E-01   0.37517379E-01   0.33152292E-01
   0.10000000E-01   0.43954540E-01   0.38359198E-01   0.33096810E-01
   0.12000000E-01   0.45433198E-01   0.39127879E-01   0.33043209E-01
   0.14000000E-01   0.46717741E-01   0.39826978E-01   0.32991270E-01
   0.16000000E-01   0.47825876E-01   0.40460548E-01   0.32940793E-01
   0.18000000E-01   0.48774709E-01   0.41033126E-01   0.32891604E-01
   0.20000000E-01   0.49583106E-01   0.41549363E-01   0.32843554E-01
   0.22000000E-01   0.50268948E-01   0.42013979E-01   0.32796523E-01
   0.24000000E-01   0.50851271E-01   0.42431572E-01   0.32750417E-01
   0.26000000E-01   0.51343612E-01   0.42806567E-01   0.32705163E-01
   0.28000000E-01   0.51761358E-01   0.43143110E-01   0.32660713E-01
   0.30000000E-01   0.52111515E-01   0.43445069E-01   0.32617030E-01
   0.32000000E-01   0.52411429E-01   0.43716331E-01   0.32574091E-01
   0.34000000E-01   0.52666795E-01   0.43960137E-01   0.32531893E-01
   0.36000000E-01   0.52881035E-01   0.44179707E-01   0.32490433E-01
   0.38000000E-01   0.53060716E-01   0.44377832E-01   0.32449712E-01
   0.40000000E-01   0.53212006E-01   0.44557183E-01   0.32409740E-01
   0.42000000E-01   0.53340178E-01   0.44720007E-01   0.32370531E-01
   0.44000000E-01   0.53449446E-01   0.44868358E-01   0.32332106E-01
   0.46000000E-01   0.53542749E-01   0.45004257E-01   0.32294489E-01
   0.48000000E-01   0.53622344E-01   0.45129261E-01   0.32257707E-01
   0.50000000E-01   0.53689987E-01   0.45244965E-01   0.32221787E-01
   0.52000000E-01   0.53747154E-01   0.45352481E-01   0.32186757E-01
   0.54000000E-01   0.53795122E-01   0.45453324E-01   0.32152647E-01
   0.56000000E-01   0.53835056E-01   0.45548166E-01   0.32119487E-01
   0.58000000E-01   0.53868071E-01   0.45638200E-01   0.32087311E-01
   0.60000000E-01   0.53895271E-01   0.45724276E-01   0.32056151E-01
   0.62000000E-01   0.53917750E-01   0.45807016E-01   0.32026040E-01
   0.64000000E-01   0.53936522E-01   0.45886786E-01   0.31997013E-01
   0.66000000E-01   0.53952558E-01   0.45964882E-01   0.31969112E-01
   0.68000000E-01   0.53966448E-01   0.46040910E-01   0.31942369E-01
   0.70000000E-01   0.53978611E-01   0.46115765E-01   0.31916821E-01
   0.72000000E-01   0.53989409E-01   0.46189590E-01   0.31892505E-01
   0.74000000E-01   0.53999107E-01   0.46263131E-01   0.31869460E-01
   0.76000000E-01   0.54007886E-01   0.46335789E-01   0.31847725E-01
   0.78000000E-01   0.54015844E-01   0.46408952E-01   0.31827342E-01
   0.80000000E-01   0.54022984E-01   0.46481993E-01   0.31808343E-01
   0.82000000E-01   0.54029220E-01   0.46555518E-01   0.31790766E-01
   0.84000000E-01   0.54034344E-01   0.46629279E-01   0.31774648E-01
   0.86000000E-01   0.54037987E-01   0.46704088E-01   0.31760025E-01
   0.88000000E-01   0.54039710E-01   0.46779096E-01   0.31746928E-01
   0.90000000E-01   0.54039343E-01   0.46855069E-01   0.31735391E-01
   0.92000000E-01   0.54037153E-01   0.46931815E-01   0.31725442E-01
   0.94000000E-01   0.54033962E-01   0.47009509E-01   0.31717116E-01
   0.96000000E-01   0.54030788E-01   0.47088054E-01   0.31710451E-01
   0.98000000E-01   0.54028305E-01   0.47167869E-01   0.31705482E-01
   0.10000000E+00   0.54026823E-01   0.47248760E-01   0.31702239E-01
   0.10200000E+00   0.54026437E-01   0.47330519E-01   0.31700759E-01
   0.10400000E+00   0.54027082E-01   0.47413290E-01   0.31701077E-01
   0.10600000E+00   0.54028632E-01   0.47496852E-01   0.31703222E-01
   0.10800000E+00   0.54030906E-01   0.47581935E-01   0.31707225E-01
   0.11000000E+00   0.54033701E-01   0.47667713E-01   0.31713116E-01
   0.11200000E+00   0.54036752E-01   0.47754238E-01   0.31720918E-01
   0.11400000E+00   0.54039665E-01   0.47842131E-01   0.31730658E-01
   0.11600000E+00   0.54041870E-01   0.47930314E-01   0.31742357E-01
   0.11800000E+00   0.54042903E-01   0.48019671E-01   0.31756033E-01
   0.12000000E+00   0.54042421E-01   0.48109985E-01   0.31771701E-01
